prop_name,borough,longitude,latitude,fountain_type,feature_status,boro
Nathan Straus Playground,M,-73.984029,40.719057,D,Active,M
Thomas Jefferson Park,M,-73.935665,40.792466,B,Active,M
Valentino Pier,B,-74.017693,40.678434,C,Active,B
Fort Totten Park,Q,-73.775617,40.794239,Food Prep Sink,Active,Q
Forest Park,Q,-73.858531,40.698786,Bottle Filler Wall,Active,Q
Fort Washington Park,M,-73.947769,40.840231,E High Low,Active,M
Inwood Hill Park,M,-73.931809,40.870679,A,Active,M
Captain William Harry Thompson Playground,X,-73.877947,40.834288,A,Active,Bronx
Kosciuszko Pool,B,-73.948752,40.691293,Indoor Drinking Fountain,Active,B
Central Park,M,-73.971305,40.767631,Indoor Drinking Fountain,Active,M
Flushing Meadows Corona Park,Q,-73.845691,40.737072,CS Concrete,Active,Q
Rev. T. Wendell Foster Park and Recreation Center,X,-73.923383,40.83339,C,Active,Bronx
Prospect Park,B,-73.973582,40.656401,E,Active,B
Battery Park City,M,-74.01839,40.705065,CS Metal,Active,M
Louis Pasteur Park,Q,-73.735984,40.762354,B,Active,Q
Virginia Park,X,-73.862565,40.833426,A,Active,Bronx
Seth Low Playground/ Bealin Square,B,-73.985968,40.609079,E,Active,B
McLaughlin Park,B,-73.986651,40.696665,C,Active,B
Neighborhood Parks,B,-73.996516,40.689851,C,Active,B
St. Nicholas Park,M,-73.946677,40.820494,A,Active,M
Albert Capsouto Park,M,-74.005727,40.721924,D,Active,M
Randall's Island Park,M,-73.924708,40.79288,Water Cooler,Active,M
Kissena Corridor Park,Q,-73.821547,40.746352,A,Active,Q
Sherman Creek,M,-73.918432,40.860962,D,Active,M
Rappaport Playground,B,-74.001222,40.637051,C,Active,B
Rockaway Beach Boardwalk,Q,-73.811362,40.584493,Food Prep Sink,Active,Q
Midland Field,R,-74.099485,40.576585,Bathroom Sink,Active,R
Quarry Ballfields,X,-73.890496,40.850556,D,Active,Bronx
Whitestone Playground,Q,-73.80879,40.792187,A,Active,Q
Red Hook Recreation Area,B,-74.004045,40.672382,Indoor Drinking Fountain,Active,B
Van Cortlandt Park,X,-73.890504,40.8851,C,Active,Bronx
Twenty-Four Sycamores Park,M,-73.958842,40.759438,CS Concrete,Active,M
College Point Park,Q,-73.846529,40.78555,C,Active,Q
College Point Fields,Q,-73.838788,40.777932,D,Active,Q
Juniper Valley Park,Q,-73.884817,40.719753,E,Active,Q
Zimmerman Playground,X,-73.868706,40.866134,C,Active,Bronx
St. Mary's Park,B,-73.997122,40.676319,Bottle Filler High Low,Active,B
MacArthur Playground,M,-73.964981,40.752479,Other,Active,M
Heckscher Playground,B,-73.918462,40.69499,C,Active,B
Jaime Campiz Playground,B,-73.954371,40.713778,E,Active,B
Wagner Houses Pool,M,-73.933016,40.801773,CS Metal,Active,M
Callahan-Kelly Playground,B,-73.904648,40.678124,E,Active,B
Forest Park,Q,-73.858404,40.698811,E,Active,Q
McCarren Park,B,-73.951923,40.720386,Bottle Filler High Low,Active,B
Bowne Playground,Q,-73.824752,40.758025,CS Metal,Active,Q
Gen. Douglas MacArthur Park,R,-74.100951,40.585689,A,Active,R
Central Park,M,-73.976687,40.770482,E,Active,M
Bill Brown Playground,B,-73.945705,40.592018,E,Active,B
Ferry Point Park,X,-73.838475,40.811902,CS Metal,Active,Bronx
Jacob H. Schiff Playground,M,-73.951722,40.820107,A,Active,M
McCarren Park,B,-73.949396,40.719241,C,Active,B
Cooney Grauer Field,X,-73.900983,40.880425,A,Active,Bronx
Baisley Pond Park,Q,-73.786443,40.681373,A,Active,Q
Jerome Playground,B,-73.87951,40.658848,D,Active,B
Dyker Beach Park,B,-74.012322,40.612558,A,Active,B
Prospect Park,B,-73.974353,40.662501,B,Active,B
Flushing Meadows Corona Park,Q,-73.841443,40.748053,C,Active,Q
East River Waterfront Esplanade,M,-74.007514,40.703209,Pedestal,Active,M
Walter Ward Playground,Q,-73.843539,40.657254,C,Active,Q
Breininger Park,Q,-73.729203,40.726487,A,Active,Q
Central Park,M,-73.964139,40.791725,B,Active,M
Cunningham Park,Q,-73.771519,40.731024,Water Cooler,Active,Q
Midland Field,R,-74.097422,40.575957,A,Active,R
Bronx Park,X,-73.870106,40.854379,A,Active,Bronx
Marcus Garvey Park,M,-73.943732,40.805931,B,Active,M
Flushing Meadows Corona Park,Q,-73.827119,40.722963,CS Concrete,Active,Q
Alley Pond Park,Q,-73.750156,40.74061,A,Active,Q
Central Park,M,-73.965852,40.789416,E and Dog,Active,M
Brookville Park,Q,-73.741139,40.663521,C,Active,Q
Tudor Park,Q,-73.853997,40.672978,D,Active,Q
E.M.T. Christopher J. Prescott Playground,R,-74.18577,40.522478,A,Active,R
Prospect Park,B,-73.968074,40.668541,A,Active,B
Hell's Kitchen Park,M,-73.992594,40.763054,C,Active,M
Morningside Park,M,-73.955979,40.809734,E High Low,Active,M
Little Claremont Playground,X,-73.903598,40.838976,Bottle Filler High Low,Active,Bronx
Rolph Henry Playground,B,-73.947546,40.655824,D,Active,B
Grant Park,X,-73.913863,40.836019,E High Low,Active,Bronx
John E. White Park,R,-74.063025,40.607412,A,Active,R
Central Park,M,-73.959227,40.79114,Indoor Drinking Fountain,Active,M
Fort Totten Park,Q,-73.777321,40.795306,D,Active,Q
Belmont Playground,B,-73.863013,40.675619,C,Active,B
Virginia Playground,X,-73.862125,40.834144,A,Active,Bronx
Jesse Owens Playground,B,-73.932059,40.691452,Other,Active,B
Lyons Square Playground,X,-73.88817,40.822706,Bottle Filler High Low,Active,Bronx
Lillian D Wald Playground,M,-73.983973,40.711958,E,Active,M
Williamsbridge Oval,X,-73.878571,40.876656,Indoor Drinking Fountain,Active,Bronx
Randall's Island Park,M,-73.924708,40.79288,Food Prep Sink,Active,M
Fort Washington Park,M,-73.947913,40.839914,E High Low,Active,M
Coney Island Beach & Boardwalk,B,-73.97574,40.573494,E,Active,B
Flushing Meadows Corona Park,Q,-73.852475,40.759668,C,Active,Q
Spring Creek Park,B,-73.874021,40.648384,E High Low,Active,B
Crack Is Wack Playground,M,-73.93217,40.804413,D,Active,M
Cunningham Park,Q,-73.771943,40.738367,D,Active,Q
Sternberg Park,B,-73.946594,40.706599,A,Active,B
Rockaway Beach Boardwalk,Q,-73.826643,40.580383,Food Prep Sink,Active,Q
Flushing Meadows Corona Park,Q,-73.843449,40.751498,Indoor Drinking Fountain,Active,Q
McCarren Park,B,-73.949967,40.721584,A,Active,B
Central Park,M,-73.96726,40.78474,E,Active,M
Callahan-Kelly Playground,B,-73.904903,40.678509,E,Active,B
Pelham Bay Park,X,-73.824754,40.851833,Trough,Active,Bronx
Frank Principe Park,Q,-73.904043,40.727178,H,Active,Q
Thomas Jefferson Park,M,-73.936602,40.794326,Other,Active,M
Baisley Pond Park,Q,-73.788942,40.668154,A,Active,Q
Leif Ericson Park,B,-74.011521,40.630582,C,Active,B
Flushing Meadows Corona Park,Q,-73.839938,40.74457,A,Active,Q
Fox Park,X,-73.898474,40.814948,F High Low,Active,Bronx
Carl Schurz Park,M,-73.945097,40.773605,Indoor Drinking Fountain,Active,M
Central Park,M,-73.977626,40.771487,B,Active,M
Downing Street Playground,M,-74.002784,40.729832,D,Active,M
John V. Lindsay East River Park,M,-73.972506,40.723545,A,Active,M
Bushwick Playground,B,-73.913028,40.69613,A,Active,B
Travers Park,Q,-73.889116,40.753826,E,Active,Q
De Witt Clinton Park,M,-73.993278,40.768385,D,Active,M
Marie Curie Playground,Q,-73.771868,40.756505,A,Active,Q
Ten Eyck Playground,B,-73.938586,40.708856,Other,Active,B
Triborough Bridge Playground C,Q,-73.922404,40.773927,Bottle Filler High Low,Active,Q
Carroll Park,B,-73.994923,40.680954,A,Active,B
Utopia Playground,Q,-73.792709,40.730524,A,Active,Q
Willowbrook Park,R,-74.154865,40.6056,A,Active,R
Alley Park,Q,-73.744833,40.747186,A,Active,Q
Coleman Playground,M,-73.993253,40.711118,A,Active,M
Hilltop Playground,B,-73.914413,40.675091,F,Active,B
Central Park,M,-73.958431,40.793076,E,Active,M
Little Bay Park,Q,-73.792825,40.787889,E and Dog,Active,Q
Inwood Hill Park,M,-73.922022,40.869437,C,Active,M
Taaffe Playground,B,-73.960535,40.69512,A,Active,B
Dimattina Playground,B,-74.001915,40.680487,A,Active,B
Jesse Owens Playground,B,-73.932484,40.690983,F,Active,B
John J Carty Park,B,-74.031652,40.61182,Bottle Filler Fountain,Active,B
Cunningham Park,Q,-73.775247,40.726008,Pedestal High Low and Dog,Active,Q
Carl Schurz Park,M,-73.9433,40.77645,C,Active,M
P.S. 29 Ballfield,X,-73.915925,40.821426,D,Active,Bronx
Marconi Park,Q,-73.795238,40.694058,C,Active,Q
Fort Independence Playground,X,-73.896042,40.881416,E,Active,Bronx
Flushing Meadows Corona Park,Q,-73.849373,40.751336,Bottle Filler Fountain,Active,Q
Tottenville Pool,R,-74.235291,40.50585,Food Prep Sink,Active,R
Idlewild Park,Q,-73.753739,40.655151,C,Active,Q
Nautilus Playground,B,-73.99605,40.571621,C,Active,B
Montbellier Park,Q,-73.756935,40.673933,F High Low,Active,Q
West Harlem Piers,M,-73.960257,40.819868,Other,Active,M
Brigadier General Charles Young Playground,M,-73.936539,40.819254,A,Active,M
Austin J. McDonald Playground,R,-74.114967,40.629441,Bottle Filler High Low,Active,R
Lincoln Terrace / Arthur S. Somers Park,B,-73.927789,40.665853,C,Active,B
Two Coves Community Garden,Q,-73.932178,40.772137,C,Active,Q
Bensonhurst Park,B,-73.999816,40.597074,A,Active,B
Bushwick Inlet Park,B,-73.960596,40.721913,Indoor Drinking Fountain,Active,B
Pomonok Playground,Q,-73.813996,40.736108,C,Active,Q
Clintonville Playground,Q,-73.807546,40.783017,D,Active,Q
Kelly Park Playground,B,-73.9579,40.604462,A,Active,B
Torsney Playground,Q,-73.921526,40.747126,A,Active,Q
John V. Lindsay East River Park,M,-73.97383,40.722196,F High Low,Active,M
Bridge Park,X,-73.927581,40.845729,C,Active,Bronx
Decatur Playground,B,-73.9364,40.681431,H,Active,B
Bicentennial Veterans Memorial Park,X,-73.813812,40.823776,C,Active,Bronx
Sternberg Park,B,-73.946869,40.70686,A,Active,B
Rockaway Freeway,Q,-73.808763,40.590925,F High Low,Active,Q
Bronx Park,X,-73.870393000000007,40.847141,Indoor Drinking Fountain,Active,Bronx
Rockaway Beach Boardwalk,Q,-73.806417,40.585883,Trough,Active,Q
Central Park,M,-73.955441,40.793012,E,Active,M
Red Hook Recreation Area,B,-74.003807,40.673747,C,Active,B
Flushing Meadows Corona Park,Q,-73.839275,40.747725,A,Active,Q
Cadman Plaza Park,B,-73.99023,40.699554,Other,Active,B
John Jay Park,M,-73.949819,40.768944,A,Active,M
Edmonds Playground,B,-73.971545,40.689107,C,Active,B
Sorrentino Recreation Center,Q,-73.751374,40.602437,Indoor Drinking Fountain,Active,Q
Whitefish Triangle,Q,-73.898769,40.725141,C,Active,Q
Willis Playground,X,-73.923285,40.810904,C,Active,Bronx
Bushwick Playground,B,-73.939377,40.701867,Indoor Drinking Fountain,Active,B
Rev. Dr. Maggie Howard Playground,R,-74.079251,40.622661,E,Active,R
Sunset Park,B,-74.002961,40.64772,Bottle Filler High Low,Active,B
Sankofa Park,B,-73.886125,40.665469,A,Active,B
Jacobs Riis Park,Q,-73.865034,40.568549,Food Prep Sink,Active,Q
Middle Village Playground,Q,-73.873474,40.710188,A,Active,Q
Beach 17 Playground,Q,-73.750342,40.594387,D,Active,Q
Nostrand Playground,B,-73.946871,40.638308,Bottle Filler High Low,Active,B
Rufus King Park,Q,-73.804348,40.702832,A,Active,Q
Tompkins Square Park,M,-73.980459,40.726549,A,Active,M
Franklin D. Roosevelt Boardwalk and Beach,R,-74.085925,40.572498,Slop Sink,Active,R
Manhattan Beach Park,B,-73.946337,40.575956,E,Active,B
Davis Playground,R,-74.085595,40.642072,B,Active,R
Tappen Park,R,-74.076771,40.62675,E High Low,Active,R
Randall's Island Park,M,-73.923414,40.799533,Food Prep Sink,Active,M
Frontera Park,Q,-73.895402,40.724776,A,Active,Q
Murray Hill Playground,Q,-73.811668,40.761482,C,Active,Q
West Harlem Piers,M,-73.961736,40.818308,Pedestal,Active,M
McLaughlin Park,B,-73.985548,40.696716,A,Active,B
Moore Playground,M,-73.938551,40.809498,C,Active,M
Flushing Meadows Corona Park,Q,-73.845893,40.745464,A,Active,Q
Pulaski Park,X,-73.924082,40.805164,A,Active,Bronx
Thomas Jefferson Park,M,-73.93678,40.793642,Indoor Drinking Fountain,Active,M
Franklin D. Roosevelt Boardwalk and Beach,R,-74.065126,40.590109,Bottle Filler High Low,Active,R
Van Cortlandt Park,X,-73.895164,40.896846,C,Active,Bronx
St. Mary's Park,X,-73.914103,40.811468,Indoor Drinking Fountain,Active,Bronx
Bronx River Parkway,X,-73.873648,40.827055,F High Low,Active,Bronx
John V. Lindsay East River Park,M,-73.976635,40.713394,E,Active,M
Parade Ground,B,-73.970705,40.650151,A,Active,B
Stapleton Esplanade,R,-74.072595,40.62819,Trough,Active,R
Baisley Pond Park,Q,-73.785259,40.673931,C,Active,Q
Claremont Park,X,-73.905445,40.840929,A,Active,Bronx
Stroud Playground,B,-73.961962,40.674844,F High Low,Active,B
Inwood Hill Park,M,-73.930757,40.87122,A,Active,M
Bensonhurst Park,B,-74.001455000000007,40.59562,A,Active,B
Baisley Pond Park,Q,-73.787126,40.68118,A,Active,Q
Martin Luther Playground,B,-74.019499,40.645804,A,Active,B
Colucci Playground,X,-73.834661,40.852545,A,Active,Bronx
Poor Richard's Playground,M,-73.942542,40.792675,A,Active,M
College Point Fields,Q,-73.837301,40.777457,D,Active,Q
Frontera Park,Q,-73.894959,40.724591,C,Active,Q
Cunningham Park,Q,-73.76856,40.736067,A,Active,Q
Father Macris Park,R,-74.16293,40.616732,D,Active,R
Pelham Bay Park,X,-73.824745,40.849328,A,Active,Bronx
MacArthur Playground,M,-73.965006,40.752364,C,Active,M
Gen. Douglas MacArthur Park,R,-74.099908,40.587469,A,Active,R
Sheepshead Playground,B,-73.940264,40.58909,D,Active,B
Haffen Park,X,-73.839878,40.87285,A,Active,Bronx
Harold Schneiderman Playground,Q,-73.850438,40.664701,A,Active,Q
Central Park,M,-73.963923,40.777289,E,Active,M
Central Park,M,-73.949914,40.796827,E,Active,M
City Line Park,B,-73.87586,40.679143,A,Active,B
Yak Playground,B,-73.935806,40.592412,A,Active,B
Prospect Park,B,-73.974163,40.665391,Indoor Drinking Fountain,Active,B
Joseph C. Sauer Park,M,-73.979929,40.72835,A,Active,M
St. John's Park,B,-73.934514,40.674383,E,Active,B
St. Michael's Playground,Q,-73.900267,40.758205,C,Active,Q
Beach 9 Playground,Q,-73.745846,40.595459,D,Active,Q
Asser Levy Playground,M,-73.975668,40.736143,Indoor Drinking Fountain,Active,M
Dean Playground,B,-73.972945,40.680649,D,Active,B
Kissena Park,Q,-73.807693,40.747499,A,Active,Q
Parade Ground,B,-73.968371,40.650335,A,Active,B
Sara D. Roosevelt Park,M,-73.992258,40.720424,Indoor Drinking Fountain,Active,M
Beach 17 Playground,Q,-73.750099,40.594732,D,Active,Q
Seton Park,X,-73.916106,40.885438,A,Active,Bronx
Coney Island Beach & Boardwalk,B,-73.986711,40.572407,E,Active,B
Central Park,M,-73.96784,40.772363,E,Active,M
Hallets Cove Playground,Q,-73.934551,40.771795,Bottle Filler High Low,Active,Q
Skyline Playground,R,-74.089972,40.639261,D,Active,R
Neptune Playground,B,-73.980614,40.578438,C,Active,B
Astoria Park,Q,-73.92255,40.779552,D,Active,Q
Curtis Playground,B,-73.917343,40.641187,E,Active,B
Central Park,M,-73.971305,40.767631,Food Prep Sink,Active,M
Baisley Pond Park,Q,-73.788385,40.670561,A,Active,Q
Starr Playground,Q,-73.917768,40.709815999999996,D,Active,Q
Aqueduct Walk,X,-73.908426,40.85775,C,Active,Bronx
John V. Lindsay East River Park,M,-73.973755,40.718297,E,Active,M
Dimattina Playground,B,-74.002914,40.680213,C,Active,B
Mitchel Square,M,-73.940076,40.840099,E,Active,M
Breukelen Ballfields,B,-73.891053,40.651809,C,Active,B
Dyker Beach Park,B,-74.020244,40.60651,C,Active,B
Southern Fields,Q,-73.824487,40.665541,C,Active,Q
Tucker Place,B,-73.941502,40.58356,D,Active,B
Helen Marshall Playground,Q,-73.870206,40.765956,D,Active,Q
Tecumseh Playground,M,-73.978756,40.781805,C,Active,M
Bush Terminal Park,B,-74.020887,40.651628,E,Active,B
Astoria Park,Q,-73.922167,40.778529,A,Active,Q
Red Hook Recreation Area,B,-74.004588,40.672655,A,Active,B
Riverside Park,M,-73.953835,40.825682,A,Active,M
Silver Lake Park,R,-74.094220000000007,40.626821,A,Active,R
Spring Street Park,M,-74.004543,40.724983,F High Low,Active,M
Riverside Park,M,-73.984823,40.783474,E High Low,Active,M
Schmul Park,R,-74.187811,40.590114,Dog Fountain,Active,R
Sol Lain Plgd,M,-73.983972,40.714267,Bottle Filler High Low,Active,M
Irving Square Park,B,-73.908809,40.692818,E,Active,B
Webster Playground,X,-73.892878,40.859269,E,Active,Bronx
McCarren Park,B,-73.953254,40.721451,D,Active,B
Commodore Barry Park,B,-73.978634,40.698029,A,Active,B
Arsenal West,M,-73.982919,40.769783,Food Prep Sink,Active,M
Van Cortlandt Park,X,-73.892612,40.900925,A,Active,Bronx
Abraham Lincoln Playground,M,-73.936892,40.812103,A,Active,M
Strawberry Playground,B,-73.955845,40.709786,C,Active,B
Merriam Playground,X,-73.926783,40.840333,A,Active,Bronx
Great Kills Park,R,-74.097532,40.564121,C,Active,R
Hunts Point Playground,X,-73.885918,40.814244,CS Metal,Active,Bronx
Rev. T. Wendell Foster Park and Recreation Center,X,-73.923742,40.834136,A,Active,Bronx
Alley Athletic Playground,Q,-73.734416,40.739622,C,Active,Q
Pratt Playground,B,-73.962267,40.692582,A,Active,B
Holcombe Rucker Park,M,-73.935756,40.828721,A,Active,M
Fort Greene Park,B,-73.974693,40.690718,E and Dog,Active,B
Harvey Park,Q,-73.823804,40.782202,A,Active,Q
Central Park,M,-73.97136,40.780482,Bottle Filler Fountain,Active,M
Franz Sigel Park,X,-73.925716,40.823087,A,Active,Bronx
Jackie Robinson Playground,B,-73.95929,40.665629,E,Active,B
Cambria Playground,Q,-73.742195,40.688687,C,Active,Q
John V. Lindsay East River Park,M,-73.975204,40.7158,A,Active,M
Spirit Playground,Q,-73.941259,40.761249,E High Low,Active,Q
Renaissance Playground,M,-73.941462,40.821381,A,Active,M
Dry Dock Playground,M,-73.975556,40.725319,CS Metal,Active,M
Butterfly Gardens,B,-73.986471,40.660201,E High Low,Active,B
Ocean Hill Playground,B,-73.912351,40.674151,D,Active,B
Lost Battalion Hall Recreation Center,Q,-73.865513000000007,40.731804,Food Prep Sink,Active,Q
Manhattan Beach Park,B,-73.946553,40.576392,Bottle Filler High Low,Active,B
Forest Park,Q,-73.855205,40.700726,Indoor Drinking Fountain,Active,Q
Rev. T. Wendell Foster Park and Recreation Center,X,-73.923888,40.8318,Indoor Drinking Fountain,Active,Bronx
Pelham Bay Park,X,-73.793264,40.86748,A,Active,Bronx
Randall's Island Park,M,-73.924042,40.793524,E High Low,Active,M
Grover Cleveland Playground,Q,-73.911637,40.7101,C,Active,Q
Soundview Park,X,-73.870426,40.818542,Trough High Low,Active,Bronx
Lieutenant John H. Martinson Playground,R,-74.162503,40.536742,C,Active,R
Forest Park,Q,-73.857838,40.700452,A,Active,Q
Mosholu Parkway,X,-73.882444,40.877775,A,Active,Bronx
Jesse Owens Playground,B,-73.932473,40.691654,CS Metal,Active,B
McCarren Park,B,-73.94993,40.720081,Food Prep Sink,Active,B
Redfern Playground,Q,-73.749396,40.611121,D,Active,Q
Coney Island Boat Basin,B,-73.989171,40.58275,A,Active,B
Hunts Point Riverside Park,X,-73.88168,40.817534,C,Active,Bronx
Bowne Playground,Q,-73.825183,40.75847,F High Low,Active,Q
Riverside Park,M,-73.966666,40.808264,E,Active,M
Fort Totten Park,Q,-73.777991,40.795569,Other,Active,Q
Claremont Park,X,-73.907521,40.838627,Indoor Drinking Fountain,Active,Bronx
Pelham Bay Park,X,-73.793916,40.867004,Indoor Drinking Fountain,Active,Bronx
Marcy Playground,B,-73.950079,40.695627,C,Active,B
Roy Wilkins Recreation Center,Q,-73.774129,40.687509,D,Active,Q
Little Bay Park,Q,-73.791253,40.789327,F High Low,Active,Q
Highbridge Park,M,-73.926793,40.852892,E,Active,M
Union Square Park,M,-73.989918,40.736438,Indoor Drinking Fountain,Active,M
Jackie Robinson Playground,B,-73.95887,40.665887,Other,Active,B
Melrose Playground,X,-73.918142,40.820504,D,Active,Bronx
Central Park,M,-73.950268,40.795877,E High Low,Active,M
St. Mary's Park,X,-73.911386,40.810503,A,Active,Bronx
Quaker Parrot Park at the Dust Bowl,B,-74.013033,40.632343,C,Active,B
Grady Playground,B,-73.964612,40.582383,C,Active,B
Evergreen Park,Q,-73.896962,40.697507,Bottle Filler High Low,Active,Q
Mount Prospect Park,B,-73.965815,40.672095,C,Active,B
Martinez Playground,B,-73.944434,40.708987,C,Active,B
Williamsbridge Oval,X,-73.87851,40.877728,A,Active,Bronx
Judge Moses Weinstein Playground,Q,-73.820517,40.718506,A,Active,Q
Roy Wilkins Recreation Center,Q,-73.769516,40.687241,Bottle Filler Fountain,Active,Q
East River Waterfront Esplanade,M,-73.991523,40.70973,Other,Active,M
Mount Prospect Park,B,-73.967383,40.671628,E,Active,B
Coney Island Beach & Boardwalk,B,-74.001129,40.572137,E,Active,B
West 4th Street Courts,M,-74.001,40.730973,A,Active,M
Thomas Jefferson Park,M,-73.93481,40.793556,Bottle Filler High Low,Active,M
Little Flower Playground,M,-73.988497,40.712428,D,Active,M
Madison Square Park,M,-73.987481,40.742419,E,Active,M
Central Park,M,-73.970775,40.76779,B,Active,M
Lincoln Terrace / Arthur S. Somers Park,B,-73.925498,40.667091,D,Active,B
Van Cortlandt Park,X,-73.8959,40.890141,G,Active,Bronx
Flushing Meadows Corona Park,Q,-73.848292,40.760184,B,Active,Q
Commodore Barry Park,B,-73.977727,40.697852,Slop Sink,Active,B
The Battery,M,-74.015621,40.704494,E and Dog,Active,M
Greenpoint Playground,B,-73.959108,40.735611,A,Active,B
Flushing Meadows Corona Park,Q,-73.845167,40.744154,D,Active,Q
Wards Island Park,M,-73.935381,40.785255,Pedestal High Low and Dog,Active,M
Bathgate Playground,X,-73.894512,40.852109,C,Active,Bronx
Flushing Meadows Corona Park,Q,-73.837424,40.751761,Indoor Drinking Fountain,Active,Q
Fort Totten Park,Q,-73.776753,40.793049,Indoor Drinking Fountain,Active,Q
Highbridge Park,M,-73.934867,40.841135,A,Active,M
Flushing Meadows Corona Park,Q,-73.837424,40.751761,Indoor Drinking Fountain,Active,Q
Washington Square Park,M,-73.99775,40.731548,E,Active,M
Cadman Plaza Park,B,-73.990771,40.698639,A,Active,B
Central Park,M,-73.965843,40.783793,Water Cooler,Active,M
Jerome Playground South,X,-73.914118,40.844846,A,Active,Bronx
Battery Park City,M,-74.018144,40.707885,Other,Active,M
Isham Park,M,-73.920602,40.870409,A,Active,M
Jackie Robinson Park,M,-73.942448,40.824269,Indoor Drinking Fountain,Active,M
Big Bush Playground,Q,-73.902644,40.739884000000004,A,Active,Q
Dyker Beach Park,B,-74.020657,40.617906,Other,Active,B
Parade Ground,B,-73.970268,40.651262,Food Prep Sink,Active,B
Flushing Meadows Corona Park,Q,-73.841311,40.740352,E,Active,Q
Prospect Park,B,-73.973867,40.660879,E High Low,Active,B
De Witt Clinton Park,M,-73.99396,40.768582,D,Active,M
Central Park,M,-73.975896,40.769921,E,Active,M
Nathan Weidenbaum Playground,Q,-73.902329,40.738036,C,Active,Q
Herbert Von King Park,B,-73.945773,40.690078,A,Active,B
Sperandeo Brothers Playground,B,-73.883782,40.677725,E High Low,Active,B
Forest Park,Q,-73.835766,40.709635,E,Active,Q
Central Park,M,-73.971251,40.779697,E,Active,M
Washington Skate Park,B,-73.985892,40.672486,E,Active,B
Kaiser Park,B,-73.995344,40.578349,C,Active,B
Flushing Fields,Q,-73.817164,40.776165,D,Active,Q
Rockaway Beach Boardwalk,Q,-73.810957,40.584526,Trough,Active,Q
Clark Playground,X,-73.921274,40.813922,D,Active,Bronx
Daniel M. O'Connell Playground,Q,-73.757723,40.699645,D,Active,Q
Manhattan Beach Park,B,-73.945426,40.576561,E,Active,B
Bufano Park,X,-73.83105,40.83799,CS Metal,Active,Bronx
Central Park,M,-73.972023,40.772416,E,Active,M
Riverside Park,M,-73.984461,40.785721,Food Prep Sink,Active,M
Northerleigh Park,R,-74.134183,40.622637,A,Active,R
Riverside Park,M,-73.972033,40.803491,E,Active,M
Forest Park,Q,-73.852752,40.70074,A,Active,Q
Seabury Playground,X,-73.887872,40.836488,Bottle Filler High Low,Active,Bronx
Dodger Playground,B,-73.952394,40.664796,D,Active,B
Brigadier General Charles Young Playground,M,-73.935876,40.819839,A,Active,M
Loreto Playground,X,-73.852061,40.848979,A,Active,Bronx
Oxport Playground,B,-73.976132,40.697613,C,Active,B
Prospect Park,B,-73.963429,40.660662,D,Active,B
Pelham Bay Park,X,-73.793031,40.868872,D,Active,Bronx
Morningside Park,M,-73.955945,40.809972,Bathroom Sink,Active,M
West Playground,B,-73.969802,40.58733,E,Active,B
Hunter's Point South Park,Q,-73.960119,40.743295,Trough,Active,Q
Lyons Pool,R,-74.074754,40.637536,Slop Sink,Active,R
Kissena Corridor Park,Q,-73.822692,40.749442,C,Active,Q
Hamilton Fish Park,M,-73.980224,40.719544,B,Active,M
Tompkins Square Park,M,-73.98164,40.725506,A,Active,M
Harvard Playground,Q,-73.781595,40.709189,A,Active,Q
Bushwick Inlet Park,B,-73.960906,40.721812,E High Low,Active,B
Flushing Meadows Corona Park,Q,-73.838583,40.746351,A,Active,Q
Herbert Von King Park,B,-73.945964,40.689654,C,Active,B
High Rock Park,R,-74.123029,40.58262,Water Cooler,Active,R
Central Park,M,-73.973702,40.769106,Water Cooler,Active,M
Whitey Ford Field,Q,-73.934507,40.777272,A,Active,Q
Riverside Park,M,-73.98093,40.789935,E and Dog,Active,M
Inwood Hill Park,M,-73.921791,40.87007,C,Active,M
Green Central Knoll,B,-73.933036,40.701116,C,Active,B
Van Cortlandt Park,X,-73.891039,40.885139,A,Active,Bronx
Fish Playground,B,-73.91511,40.678156,A,Active,B
Van Cortlandt Park,X,-73.892826,40.891069,D,Active,Bronx
Prospect Park,B,-73.973706,40.666899,Indoor Drinking Fountain,Active,B
Rockaway Beach Boardwalk,Q,-73.810292,40.584595,Trough,Active,Q
Bayside Fields,Q,-73.786101,40.773193,E,Active,Q
Parade Ground,B,-73.967926,40.650243,A,Active,B
Mohegan Triangle,X,-73.884707,40.844258,E High Low,Active,Bronx
Vito Locascio Field,Q,-73.843,40.670185,C,Active,Q
Marcus Garvey Park,M,-73.942246,40.804318,E and Dog,Active,M
Mapes Pool,X,-73.886654,40.846767,Indoor Drinking Fountain,Active,Bronx
Prospect Park,B,-73.976462,40.66106,E High Low,Active,B
Sumner Playground,B,-73.942152,40.697421,F High Low,Active,B
Baruch Playground,M,-73.976393,40.717846,E,Active,M
Wolfe's Pond Park,R,-74.189842,40.516677,A,Active,R
Stuyvesant Square,M,-73.985022,40.733464,B,Active,M
Jackie Robinson Park,M,-73.941273,40.825992,C,Active,M
Central Park,M,-73.974529,40.773058,Food Prep Sink,Active,M
Clove Lakes Park,R,-74.106388,40.618526,A,Active,R
Recreational Area,M,-73.952381,40.82984,Bottle Filler High Low,Active,M
Liotti Ikefugi Playground,R,-74.083962,40.638626,A,Active,R
Randall's Island Park,M,-73.92252,40.799132,Water Cooler,Active,M
Canarsie Park,B,-73.900204,40.626115,C,Active,B
